Temperature,Vibration,Current,RPM,Status
41.03,3.84,3.58,1324,Fault
74.58,0.56,1.4,931,Fault
66.8,2.94,2.47,1305,Fault
39.83,3.3,2.57,1192,Fault
65.08,0.34,2.04,1120,Fault
45.26,0.65,2.5,1648,Warning
54.57,1.31,1.21,1593,Warning
67.61,0.1,3.12,1400,Fault
31.18,0.21,2.06,849,Warning
35.95,3.29,4.42,907,Fault
62.38,3.57,3.83,1647,Fault
54.05,0.65,2.47,1709,Warning
70.08,0.52,4.17,1636,Fault
39.33,0.68,1.93,1118,Healthy
72.84,3.36,1.28,1600,Fault
44.25,1.54,2.7,1216,Warning
41.95,2.88,0.81,1612,Fault
77.2,1.3,4.46,1050,Fault
76.81,2.37,1.0,1189,Fault
59.0,2.59,3.6,1578,Fault
55.75,0.16,1.2,1231,Warning
61.41,2.53,2.17,903,Fault
72.83,3.26,4.04,927,Fault
35.41,2.15,2.67,1705,Warning
52.57,1.43,3.06,1188,Fault
48.5,0.25,0.67,1661,Warning
70.67,3.78,2.13,1087,Fault
34.92,2.18,2.3,801,Warning
77.86,2.75,0.56,1686,Fault
26.75,0.43,3.44,1048,Fault
70.81,2.28,3.52,1154,Fault
63.75,3.49,3.6,954,Fault
65.71,0.17,3.95,1026,Fault
79.92,2.02,2.32,992,Fault
42.26,3.92,3.28,872,Fault
44.99,3.1,2.15,1193,Fault
53.32,2.63,1.29,1235,Fault
40.2,1.79,4.42,1466,Fault
64.45,2.86,2.63,1143,Fault
69.74,2.34,3.18,1645,Fault
39.03,0.22,2.89,802,Warning
75.55,2.13,0.73,1573,Fault
37.73,1.02,3.12,1307,Fault
33.57,1.26,3.64,1648,Fault
46.82,1.01,4.23,846,Fault
62.54,2.17,3.19,1773,Fault
45.27,0.58,4.06,1447,Fault
34.0,3.01,2.4,1049,Fault
51.32,2.48,1.55,1309,Warning
48.11,3.58,3.66,903,Fault
76.62,0.11,2.85,860,Fault
33.92,0.96,3.83,1289,Fault
39.66,2.95,3.9,1587,Fault
36.66,3.44,1.23,1523,Fault
53.35,2.76,4.42,1597,Fault
79.62,0.53,0.78,975,Fault
40.36,0.93,3.71,1086,Fault
51.34,2.03,4.14,1743,Fault
59.85,2.58,4.1,901,Fault
26.96,1.52,3.64,1006,Fault
71.31,3.78,2.54,1126,Fault
54.16,1.69,2.51,1291,Warning
53.93,0.29,3.13,1554,Fault
45.81,2.38,0.86,1382,Warning
73.14,1.28,0.93,1296,Fault
45.93,1.6,3.75,1714,Fault
47.34,2.08,0.72,1111,Warning
46.58,2.23,1.39,840,Warning
75.1,3.15,1.3,1381,Fault
68.02,0.64,3.93,1410,Fault
54.05,0.13,2.74,1319,Warning
74.94,1.36,3.29,1706,Fault
70.6,2.23,4.35,1074,Fault
36.8,3.15,2.0,1265,Fault
52.13,2.27,1.28,1111,Warning
38.41,3.14,3.53,1656,Fault
77.12,0.84,2.61,813,Fault
53.7,3.09,1.51,1776,Fault
55.88,1.48,3.94,1062,Fault
30.24,0.99,2.47,1507,Warning
54.38,2.23,4.46,1345,Fault
55.48,0.85,3.4,1057,Fault
60.13,2.64,3.76,1710,Fault
47.26,2.98,1.35,1146,Fault
53.19,2.75,3.78,1160,Fault
43.72,2.85,0.75,1118,Fault
61.26,0.94,3.76,1566,Fault
39.67,0.85,2.13,876,Warning
76.49,1.16,3.4,1142,Fault
45.73,0.29,1.45,962,Warning
60.71,3.29,3.22,1507,Fault
72.05,0.82,4.24,977,Fault
54.4,1.53,3.81,1201,Fault
31.56,1.18,1.69,1518,Warning
46.25,3.29,3.62,983,Fault
49.16,0.99,3.53,1026,Fault
55.54,1.51,3.4,935,Fault
52.06,3.93,3.22,1101,Fault
74.47,3.44,3.2,1734,Fault
56.97,0.42,0.79,926,Warning
70.63,2.14,1.88,976,Fault
61.25,2.69,1.29,833,Fault
73.6,2.57,1.48,1068,Fault
63.05,3.37,2.26,990,Fault
78.62,1.99,0.64,1461,Fault
78.56,1.4,2.13,1198,Fault
64.93,0.48,4.14,946,Fault
50.16,3.29,2.45,1322,Fault
75.36,2.77,3.01,1207,Fault
44.77,3.81,3.57,1241,Fault
57.97,3.41,1.51,1203,Fault
74.75,2.8,0.62,1135,Fault
26.38,3.03,3.7,1626,Fault
37.27,3.2,2.1,1285,Fault
67.04,3.98,2.36,1153,Fault
35.22,0.42,2.37,1104,Warning
30.7,0.19,2.1,817,Warning
62.59,0.29,4.36,1753,Fault
26.56,0.72,1.7,1088,Healthy
39.57,2.09,2.85,1311,Warning
45.37,3.75,3.58,841,Fault
43.18,1.28,1.44,1313,Warning
57.89,3.59,3.57,1790,Fault
38.21,2.5,3.28,952,Fault
79.23,1.95,1.46,1553,Fault
52.76,1.51,0.82,1209,Warning
49.8,1.65,3.49,1401,Fault
56.53,0.59,1.37,1037,Warning
41.19,0.96,0.75,1132,Healthy
32.03,1.58,3.0,1029,Fault
64.89,2.38,1.87,841,Fault
38.34,2.63,1.67,1427,Fault
35.86,0.79,4.06,950,Fault
55.32,0.61,3.62,1538,Fault
54.65,3.59,0.99,1513,Fault
43.21,3.55,1.5,1478,Fault
25.97,2.58,1.92,1198,Fault
27.82,0.79,2.96,1289,Warning
70.14,1.62,2.66,1432,Fault
60.06,2.35,2.97,1180,Fault
49.2,1.79,2.5,814,Warning
61.82,2.83,2.49,1491,Fault
73.85,2.85,1.99,1277,Fault
48.87,0.95,0.81,1389,Warning
37.88,3.82,1.82,1388,Fault
34.97,3.06,1.86,966,Fault
57.19,3.21,2.15,1669,Fault
67.12,2.03,1.32,1110,Fault
56.6,1.65,0.78,1466,Warning
38.78,1.59,1.75,896,Warning
49.45,0.5,4.08,1003,Fault
72.18,2.02,1.55,1092,Fault
77.25,2.42,1.54,1364,Fault
27.4,2.55,4.3,1081,Fault
56.0,1.37,2.9,1516,Warning
52.0,2.33,1.29,1159,Warning
42.42,1.6,3.64,1661,Fault
59.41,0.27,1.78,1161,Warning
48.38,1.65,0.76,879,Warning
74.37,1.63,2.85,1212,Fault
55.25,1.76,3.49,1116,Fault
45.01,0.75,2.93,1056,Warning
46.62,0.68,1.7,1016,Warning
31.44,3.22,0.57,1035,Fault
55.86,3.51,0.94,1616,Fault
66.51,3.75,2.66,1336,Fault
79.72,1.78,0.94,1493,Fault
25.19,3.72,2.1,1236,Fault
26.77,1.62,0.61,1638,Warning
30.83,0.95,1.08,1136,Healthy
34.81,1.04,2.28,1225,Warning
68.39,3.34,4.21,1321,Fault
78.08,2.82,2.73,1624,Fault
33.28,1.01,3.12,1773,Fault
69.96,0.95,1.7,1250,Fault
63.94,3.65,1.83,1192,Fault
46.58,0.63,3.2,1362,Fault
31.95,2.48,1.32,1149,Warning
57.09,0.64,2.98,1572,Warning
45.6,3.05,2.9,1589,Fault
38.7,3.83,0.69,1299,Fault
75.87,3.53,3.59,1529,Fault
71.78,2.21,3.01,1466,Fault
78.37,1.96,4.38,1167,Fault
55.91,2.3,2.99,1777,Warning
31.19,1.6,3.38,1349,Fault
26.03,3.23,4.14,1692,Fault
70.17,0.26,0.68,1191,Fault
74.3,2.97,2.43,1172,Fault
58.96,3.69,0.52,1182,Fault
37.7,1.01,0.86,1229,Warning
72.62,0.47,2.56,1507,Fault
51.43,1.51,1.41,1097,Warning
71.3,1.81,4.44,1049,Fault
36.24,1.61,4.01,1549,Fault
69.04,2.32,2.3,1133,Fault
72.83,1.6,1.04,1792,Fault
55.72,3.18,2.0,1143,Fault
79.22,2.14,3.76,892,Fault
72.99,1.85,4.28,1497,Fault
70.26,2.71,2.79,1432,Fault
52.79,1.76,1.07,1459,Warning
53.06,3.8,2.95,1223,Fault
43.2,3.25,4.49,1673,Fault
74.65,0.52,3.64,1527,Fault
75.77,0.81,4.03,1182,Fault
60.46,0.36,1.27,1054,Fault
44.66,0.43,1.67,1289,Healthy
69.24,3.87,1.71,1521,Fault
37.75,1.83,4.09,1411,Fault
56.98,0.2,2.03,1798,Warning
46.22,1.52,2.18,1122,Warning
25.63,2.38,3.46,1023,Fault
38.4,3.34,3.67,1108,Fault
31.85,1.87,1.19,1549,Warning
40.96,2.3,1.65,877,Warning
34.23,3.41,0.55,1217,Fault
66.09,2.44,1.61,1480,Fault
27.54,2.61,1.55,1182,Fault
66.51,1.09,4.46,907,Fault
45.33,3.27,1.39,1299,Fault
70.28,1.15,2.71,1199,Fault
45.94,3.36,1.21,1386,Fault
60.49,1.84,3.21,956,Fault
53.52,1.24,3.17,1347,Fault
50.57,2.76,1.34,1298,Fault
72.85,3.31,3.34,1054,Fault
54.97,1.69,1.92,1633,Warning
44.34,3.64,1.84,1648,Fault
54.96,2.18,2.99,1040,Warning
34.57,3.97,3.31,1755,Fault
66.79,0.89,3.71,1264,Fault
54.73,2.31,3.22,1704,Fault
54.03,1.61,1.61,1091,Warning
33.58,2.16,3.19,1080,Fault
60.5,2.65,2.23,1583,Fault
49.35,2.31,2.08,822,Warning
57.26,2.85,0.9,1737,Fault
46.02,3.59,3.86,1503,Fault
47.32,3.89,4.43,1195,Fault
77.34,0.32,1.93,1337,Fault
38.7,3.93,4.41,1264,Fault
78.86,2.01,4.16,1033,Fault
75.53,0.31,0.56,1429,Fault
40.03,1.46,1.43,817,Warning
76.12,3.35,3.67,941,Fault
77.49,1.07,2.25,1439,Fault
30.31,0.42,2.42,1272,Warning
69.75,1.92,1.4,1746,Fault
33.05,0.45,1.48,1265,Healthy
78.97,3.55,0.73,1066,Fault
28.58,2.64,3.06,1222,Fault
59.06,3.27,1.61,1037,Fault
49.65,3.68,4.31,1472,Fault
34.74,3.96,3.28,844,Fault
69.32,0.53,1.16,1425,Fault
68.24,0.35,4.13,1008,Fault
55.08,0.97,2.17,1722,Warning
79.05,1.73,4.49,1441,Fault
28.92,0.36,4.37,984,Fault
70.04,1.54,0.67,1169,Fault
25.47,0.35,1.91,818,Healthy
64.28,0.47,1.72,1209,Fault
29.45,0.16,3.18,1663,Fault
44.84,4.0,4.3,1593,Fault
29.0,0.16,3.61,948,Fault
32.56,2.05,2.97,1728,Warning
61.27,2.82,2.14,1263,Fault
69.77,1.16,3.77,1327,Fault
73.39,3.12,0.71,1230,Fault
60.14,1.7,0.8,1474,Fault
32.97,1.22,2.45,1092,Warning
42.01,2.28,3.17,809,Fault
78.25,1.77,1.96,1600,Fault
59.09,3.13,2.33,1797,Fault
53.4,1.0,3.19,948,Fault
57.9,2.42,1.58,1138,Warning
47.96,0.82,2.15,1425,Warning
30.73,1.12,2.79,1256,Warning
39.55,0.66,0.53,1204,Healthy
27.46,1.37,3.29,914,Fault
33.38,1.35,1.24,1266,Warning
27.08,1.64,1.7,989,Warning
79.14,3.83,0.71,1307,Fault
47.12,0.94,2.13,1734,Warning
42.02,3.97,1.29,1669,Fault
54.02,1.97,3.25,1133,Fault
41.9,1.77,3.77,1643,Fault
36.33,3.78,2.08,1206,Fault
27.07,0.47,4.42,1791,Fault
31.14,2.27,3.38,1480,Fault
38.0,3.43,1.62,1131,Fault
69.74,3.36,4.1,1234,Fault
42.1,1.94,1.75,1259,Warning
34.48,1.73,3.71,1059,Fault
37.32,2.27,2.69,881,Warning
74.82,3.83,0.93,844,Fault
45.73,0.38,0.52,1510,Warning
53.99,0.96,3.52,948,Fault
52.59,1.27,3.3,1192,Fault
36.16,0.32,2.07,973,Warning
58.24,2.66,4.48,813,Fault
33.24,2.78,1.52,1118,Fault
32.94,0.9,1.19,1095,Healthy
36.96,0.72,0.77,1615,Healthy
48.07,2.71,2.4,1153,Fault
54.47,1.68,3.67,1128,Fault
68.74,1.27,2.32,1755,Fault
64.3,2.7,0.79,1122,Fault
52.63,1.35,2.09,1208,Warning
64.87,3.06,3.14,912,Fault
39.57,0.99,3.3,1508,Fault
54.91,0.18,1.4,988,Warning
57.3,1.74,2.99,1135,Warning
40.05,1.79,1.68,1548,Warning
27.1,2.98,3.24,1026,Fault
66.08,0.88,2.27,1527,Fault
76.94,3.62,1.27,1242,Fault
50.69,0.78,3.43,872,Fault
70.0,3.38,0.73,1534,Fault
70.18,3.26,0.53,1302,Fault
57.15,3.14,2.58,811,Fault
28.59,3.28,1.77,1119,Fault
60.83,3.89,1.7,1079,Fault
44.98,3.38,1.3,1300,Fault
62.38,0.35,3.33,1025,Fault
62.37,2.82,4.04,1769,Fault
45.32,3.56,1.03,1718,Fault
29.24,3.49,1.26,1682,Fault
45.72,2.89,1.17,1354,Fault
65.78,0.79,1.32,1141,Fault
27.37,3.43,3.01,1350,Fault
36.56,3.73,1.66,1722,Fault
38.03,1.16,2.52,1601,Warning
62.79,2.25,0.74,1625,Fault
52.6,0.93,3.35,1265,Fault
63.62,2.5,3.14,1499,Fault
49.53,0.32,3.99,1201,Fault
28.11,2.85,2.23,1062,Fault
36.34,0.89,1.95,1014,Healthy
56.44,1.18,1.17,1142,Warning
51.19,0.56,0.61,1468,Warning
71.86,0.2,3.9,944,Fault
46.26,0.88,3.91,1765,Fault
74.69,2.61,2.24,1228,Fault
61.7,1.49,3.16,1266,Fault
67.41,3.53,2.31,1297,Fault
34.64,0.11,1.39,1274,Healthy
75.58,1.91,1.45,1074,Fault
56.69,3.2,3.37,1275,Fault
79.1,3.47,2.6,840,Fault
67.57,0.23,2.94,1269,Fault
28.85,1.23,3.61,960,Fault
34.95,3.41,3.24,967,Fault
67.84,1.32,3.12,1185,Fault
28.07,2.44,1.39,968,Warning
58.97,1.03,3.73,849,Fault
40.13,1.16,1.16,1142,Warning
47.56,0.66,1.31,1569,Warning
27.83,0.44,3.76,890,Fault
58.09,2.65,1.27,941,Fault
55.38,1.68,2.58,1233,Warning
68.55,1.44,3.96,1470,Fault
51.3,3.22,4.28,1722,Fault
38.44,1.72,4.01,954,Fault
49.45,3.77,2.06,1271,Fault
34.96,0.4,3.01,1342,Fault
52.97,2.41,1.06,1128,Warning
60.4,3.37,0.86,1626,Fault
67.8,3.68,2.3,1372,Fault
29.79,0.96,3.92,1168,Fault
38.61,0.24,4.06,1438,Fault
78.69,2.11,4.37,1289,Fault
31.77,3.22,3.57,1128,Fault
77.48,3.49,3.73,1501,Fault
57.78,1.34,3.41,1370,Fault
29.17,3.28,1.11,1696,Fault
36.99,0.23,0.73,986,Healthy
38.11,2.59,1.9,1370,Fault
55.55,1.2,1.66,805,Warning
57.04,2.26,3.75,1094,Fault
67.81,0.75,2.87,862,Fault
57.65,3.88,4.48,1126,Fault
57.46,0.99,2.24,1443,Warning
43.46,0.19,4.12,808,Fault
40.12,1.98,2.01,1646,Warning
55.22,0.41,2.91,1176,Warning
58.1,0.19,1.33,1496,Warning
44.97,2.4,1.33,978,Warning
52.42,3.36,2.6,1799,Fault
39.79,3.96,1.33,1335,Fault
37.03,1.6,0.7,1337,Warning
50.46,0.8,3.22,987,Fault
39.67,0.51,2.47,1342,Warning
77.33,1.08,3.81,1594,Fault
50.68,1.08,2.87,1152,Warning
52.75,2.82,3.82,1423,Fault
72.79,1.44,3.18,1472,Fault
69.63,2.3,2.78,1604,Fault
67.51,0.94,2.82,1786,Fault
58.48,3.67,1.95,860,Fault
77.98,0.84,2.59,1537,Fault
58.66,0.62,1.71,1057,Warning
69.35,3.28,3.54,1735,Fault
42.73,1.05,2.77,1068,Warning
67.33,1.12,2.63,908,Fault
52.93,1.54,4.42,1723,Fault
37.41,2.6,0.56,1744,Fault
38.46,1.87,2.62,1389,Warning
62.67,0.74,2.25,944,Fault
49.52,2.84,2.97,1552,Fault
39.61,1.71,0.88,894,Warning
49.91,2.82,3.47,1555,Fault
55.52,1.68,2.2,1189,Warning
29.93,0.95,2.26,941,Warning
62.75,2.86,1.56,1673,Fault
27.8,1.58,0.85,1404,Warning
37.18,1.09,4.17,1021,Fault
78.98,3.07,3.66,1574,Fault
29.84,1.34,1.4,1670,Warning
56.89,0.17,0.63,949,Warning
60.28,0.82,3.57,1229,Fault
42.18,3.39,3.51,1117,Fault
63.74,1.7,1.4,1141,Fault
35.37,1.42,2.77,1682,Warning
54.05,0.85,4.19,1168,Fault
69.32,2.69,1.36,1004,Fault
25.57,3.22,2.37,841,Fault
42.37,1.11,4.04,1619,Fault
63.19,2.32,2.95,1322,Fault
49.34,3.83,1.57,1263,Fault
67.59,0.74,4.44,1205,Fault
75.83,1.52,1.91,1500,Fault
36.44,3.57,1.2,1432,Fault
55.22,1.05,3.87,1042,Fault
66.03,0.35,0.88,1787,Fault
43.6,0.19,1.61,1427,Healthy
34.69,1.24,3.97,1469,Fault
55.7,2.07,4.33,868,Fault
41.63,1.27,1.12,1799,Warning
74.96,0.94,3.94,1595,Fault
37.66,3.57,0.8,1125,Fault
28.14,0.35,1.87,1659,Healthy
31.3,0.64,2.88,885,Warning
39.83,1.93,3.43,1686,Fault
38.63,3.93,0.61,1519,Fault
73.15,2.7,0.92,1574,Fault
61.67,3.82,3.63,1710,Fault
56.97,2.9,4.25,1266,Fault
77.99,0.14,4.39,1325,Fault
79.61,2.62,2.71,1507,Fault
63.91,0.84,2.64,1320,Fault
26.11,2.48,1.76,1630,Warning
68.87,3.3,1.59,1445,Fault
59.35,3.3,0.83,1775,Fault
38.94,1.14,0.62,1329,Warning
58.15,0.76,1.57,973,Warning
36.17,0.69,3.76,1121,Fault
72.25,2.04,1.41,1087,Fault
49.12,1.03,0.84,1717,Warning
50.15,0.67,1.8,1289,Warning
26.66,1.55,1.66,1017,Warning
61.68,0.42,4.21,931,Fault
35.97,1.3,3.91,865,Fault
58.7,1.95,4.22,1477,Fault
25.68,2.52,3.42,1680,Fault
75.01,3.77,3.22,1604,Fault
62.24,3.43,3.63,967,Fault
25.09,1.01,0.55,1173,Warning
61.31,2.43,3.21,877,Fault
55.53,3.7,3.08,911,Fault
40.37,3.97,1.66,1174,Fault
55.73,2.4,1.49,1481,Warning
26.44,0.56,1.43,813,Healthy
71.79,3.3,2.85,1027,Fault
36.45,2.88,3.07,1606,Fault
73.21,1.9,1.76,1289,Fault
49.6,1.12,3.15,1073,Fault
29.91,0.11,0.91,928,Healthy
26.7,0.93,1.95,1275,Healthy
56.19,3.5,4.04,1597,Fault
51.77,0.6,2.97,1235,Warning
42.62,1.59,4.42,1457,Fault
44.4,2.24,1.58,1376,Warning
76.88,0.28,0.98,1635,Fault
69.51,0.18,2.04,1610,Fault
33.59,3.13,4.16,1217,Fault
36.72,1.36,2.52,1120,Warning
38.57,1.88,3.26,952,Fault
29.67,3.71,3.17,1686,Fault
76.25,3.45,3.11,1152,Fault
48.16,3.93,2.17,1488,Fault
27.18,3.81,3.25,1184,Fault
27.48,2.49,0.91,1114,Warning
26.34,0.2,1.17,870,Healthy
71.81,2.44,4.33,1026,Fault
52.26,3.12,1.28,1514,Fault
34.77,1.78,2.11,1789,Warning
78.04,1.77,2.83,1469,Fault
78.53,0.85,1.52,1220,Fault
25.88,0.39,0.53,1576,Healthy
79.85,1.55,0.6,1518,Fault
33.9,0.28,1.66,1425,Healthy
53.21,0.83,1.71,1686,Warning
61.39,1.68,3.59,1314,Fault
55.28,3.29,0.81,1371,Fault
46.37,0.43,3.67,1653,Fault
72.98,2.77,3.23,1687,Fault
28.4,1.93,3.71,1235,Fault
53.41,1.81,4.41,1714,Fault
29.27,2.33,0.93,1095,Warning
37.79,1.92,0.75,1664,Warning
64.34,0.75,3.12,940,Fault
39.37,1.84,4.44,1719,Fault
65.29,1.38,0.86,1113,Fault
31.41,2.69,1.0,812,Fault
37.92,2.32,0.72,1375,Warning
40.38,2.07,2.45,1357,Warning
28.4,1.86,1.57,1257,Warning
65.6,1.97,0.58,1655,Fault
29.35,2.7,0.82,1517,Fault
25.32,2.69,3.05,1780,Fault
56.2,3.65,2.88,1028,Fault
39.74,1.12,1.3,1592,Warning
61.08,2.02,1.92,1689,Fault
69.42,1.19,2.47,1639,Fault
76.92,0.17,0.67,1660,Fault
30.17,0.98,3.69,1537,Fault
42.7,0.86,1.71,910,Healthy
60.36,3.45,2.67,1662,Fault
41.17,3.19,4.16,1228,Fault
74.5,3.83,2.49,1455,Fault
49.33,2.65,1.61,1103,Fault
44.48,2.47,3.64,1598,Fault
54.03,2.89,2.03,1633,Fault
33.35,2.06,1.44,1599,Warning
70.8,2.79,1.68,1628,Fault
44.79,1.43,3.4,1686,Fault
53.88,3.16,3.67,1029,Fault
79.18,1.76,3.3,1305,Fault
62.34,1.23,4.16,1670,Fault
65.85,0.25,2.67,1137,Fault
42.11,0.83,4.05,924,Fault
51.79,0.99,1.91,1486,Warning
75.08,2.93,3.4,1321,Fault
46.87,0.34,2.15,1088,Warning
51.07,0.77,3.28,860,Fault
69.95,0.61,2.07,1708,Fault
63.4,3.39,2.35,811,Fault
74.03,0.66,2.25,1645,Fault
50.75,1.87,2.15,1574,Warning
73.11,2.04,4.36,823,Fault
57.2,2.12,3.21,1097,Fault
56.85,0.19,3.58,1007,Fault
66.99,1.19,1.72,1015,Fault
46.8,1.1,4.13,932,Fault
31.57,2.24,0.86,1039,Warning
39.96,2.7,0.52,1061,Fault
79.4,0.54,3.6,1675,Fault
71.32,3.01,2.03,1283,Fault
60.7,0.73,3.67,864,Fault
32.07,2.94,3.5,907,Fault
35.8,3.33,2.07,1272,Fault
32.49,3.31,2.33,1060,Fault
42.09,0.89,2.5,1201,Warning
29.02,0.64,4.3,1579,Fault
59.14,0.63,3.55,1632,Fault
61.22,0.75,4.18,1394,Fault
73.02,0.48,0.96,1304,Fault
27.09,2.06,1.61,1261,Warning
73.77,0.61,1.19,1062,Fault
74.65,1.38,4.08,1218,Fault
62.19,2.94,3.53,1249,Fault
51.65,3.99,3.45,1373,Fault
51.01,3.52,2.09,1479,Fault
41.64,1.57,1.43,1782,Warning
33.35,2.85,3.66,946,Fault
64.35,2.63,1.05,1423,Fault
76.04,0.21,1.88,982,Fault
49.73,1.6,1.21,1383,Warning
47.2,1.38,1.74,976,Warning
28.13,3.92,4.07,970,Fault
56.38,0.31,3.44,1653,Fault
52.26,0.23,0.86,1193,Warning
34.88,3.36,1.68,1614,Fault
63.33,2.66,2.91,1586,Fault
52.0,3.9,2.59,1176,Fault
67.61,1.08,1.6,1075,Fault
65.38,2.79,2.38,1422,Fault
71.71,2.85,3.48,973,Fault
26.4,3.05,2.67,1140,Fault
38.18,3.42,2.11,804,Fault
61.83,2.69,0.75,973,Fault
58.9,3.73,3.43,1451,Fault
47.65,1.17,3.96,1663,Fault
37.09,2.3,1.37,1603,Warning
43.2,3.42,3.26,1440,Fault
75.81,2.79,3.13,1303,Fault
60.77,2.0,1.33,1291,Fault
45.43,2.0,0.96,1093,Warning
67.79,3.93,2.69,1685,Fault
37.38,1.29,4.09,891,Fault
39.75,3.39,4.1,961,Fault
68.21,1.35,2.6,882,Fault
68.68,1.3,2.88,1501,Fault
39.53,1.07,3.46,1279,Fault
52.95,1.33,1.61,903,Warning
38.64,3.81,1.94,1756,Fault
33.89,0.29,1.33,1001,Healthy
27.99,3.13,4.21,1423,Fault
54.47,3.91,1.57,1057,Fault
74.28,3.32,0.79,1521,Fault
68.39,3.59,2.36,1153,Fault
27.97,1.35,0.65,1090,Warning
74.86,0.96,0.78,1624,Fault
47.87,0.92,1.98,1561,Warning
62.86,2.25,3.96,1077,Fault
34.77,1.55,4.14,923,Fault
57.09,2.04,2.0,1158,Warning
66.63,2.03,4.12,1043,Fault
29.59,3.87,4.48,1589,Fault
42.38,1.43,1.18,1642,Warning
58.33,2.78,1.01,1300,Fault
34.49,0.26,0.95,1384,Healthy
46.37,2.01,4.29,1269,Fault
30.12,3.62,3.02,1358,Fault
51.36,2.3,1.64,1016,Warning
47.2,2.44,2.09,1355,Warning
47.75,3.05,3.59,952,Fault
41.05,2.41,2.63,949,Warning
79.58,2.89,3.23,1495,Fault
51.52,1.98,2.72,1229,Warning
55.34,3.64,0.59,1638,Fault
65.94,3.69,4.02,849,Fault
26.34,2.63,1.42,1209,Fault
33.02,2.16,3.53,1231,Fault
59.46,3.8,3.36,1301,Fault
73.0,0.15,1.96,1589,Fault
66.97,1.99,3.01,1712,Fault
72.71,0.27,1.59,899,Fault
35.79,3.31,1.67,1295,Fault
34.05,0.11,1.41,880,Healthy
53.5,1.91,3.36,1006,Fault
34.09,1.0,1.61,1685,Warning
27.8,2.06,1.7,1114,Warning
67.17,1.45,3.71,1442,Fault
40.0,1.11,1.69,1722,Warning
44.26,1.16,1.67,1561,Warning
36.41,1.24,3.15,1527,Fault
62.59,3.74,1.06,1335,Fault
44.41,1.04,0.91,1707,Warning
47.42,2.07,1.3,1785,Warning
65.82,3.79,1.7,1536,Fault
73.13,2.28,2.08,1422,Fault
65.34,3.03,1.36,1668,Fault
53.9,3.33,4.31,1366,Fault
74.91,2.38,2.09,1418,Fault
54.71,3.31,1.82,1453,Fault
45.64,3.88,1.15,808,Fault
52.55,2.84,1.81,1153,Fault
56.32,2.14,4.08,1404,Fault
41.28,3.23,1.58,1774,Fault
49.28,1.6,2.54,1327,Warning
59.35,3.79,2.86,1271,Fault
77.5,2.81,3.62,1360,Fault
78.5,3.67,2.36,922,Fault
60.15,1.13,2.4,1394,Fault
62.65,2.6,2.22,1659,Fault
38.17,1.91,3.18,1706,Fault
73.14,0.2,3.72,1154,Fault
41.12,2.09,3.06,1317,Fault
37.77,1.57,1.36,1745,Warning
76.48,2.43,3.23,1605,Fault
61.54,0.7,1.8,1407,Fault
41.96,1.5,2.25,1370,Warning
62.36,1.48,1.54,817,Fault
56.64,3.98,0.57,1613,Fault
49.77,3.46,0.74,902,Fault
62.78,3.99,3.25,1028,Fault
68.1,3.52,2.87,1218,Fault
32.15,2.15,1.54,1722,Warning
35.12,1.01,1.22,1259,Warning
59.71,1.36,3.17,1041,Fault
65.09,2.79,1.19,1096,Fault
31.87,2.0,1.12,936,Warning
69.9,0.18,1.75,1597,Fault
55.18,1.66,0.94,1681,Warning
65.94,3.87,3.22,1383,Fault
65.3,1.92,1.59,1059,Fault
35.07,3.85,1.86,811,Fault
58.75,0.82,3.68,912,Fault
47.5,1.84,3.2,972,Fault
28.88,2.83,2.36,1302,Fault
74.09,2.32,1.38,1670,Fault
73.64,1.99,3.42,1280,Fault
48.47,0.33,3.86,1100,Fault
26.63,1.39,2.69,1013,Warning
32.45,3.84,3.78,1213,Fault
45.94,0.92,2.65,1295,Warning
78.71,3.95,4.22,1225,Fault
26.64,3.2,3.5,1148,Fault
70.26,1.66,2.57,907,Fault
65.44,0.17,1.22,1612,Fault
58.07,2.72,4.24,860,Fault
56.35,0.66,3.84,1013,Fault
53.92,1.41,1.45,827,Warning
79.52,3.76,4.43,1134,Fault
62.15,0.15,1.07,1295,Fault
41.21,3.68,4.25,1592,Fault
76.54,2.84,1.43,861,Fault
29.25,3.58,1.99,1725,Fault
79.31,2.08,2.86,1092,Fault
30.89,0.52,2.65,988,Warning
73.79,1.66,2.83,1523,Fault
45.99,3.89,3.05,829,Fault
78.36,2.89,1.65,1696,Fault
59.57,4.0,3.17,1631,Fault
35.53,3.19,1.19,1035,Fault
33.04,3.76,0.97,945,Fault
64.03,1.6,2.55,984,Fault
40.28,1.58,0.96,1398,Warning
65.62,2.65,0.65,1034,Fault
48.86,0.74,3.55,842,Fault
63.88,2.47,1.46,1673,Fault
65.77,0.71,1.77,1799,Fault
65.65,1.07,0.97,1735,Fault
79.72,2.63,3.5,1315,Fault
26.52,0.72,3.04,1551,Fault
56.44,0.72,1.61,1041,Warning
27.58,2.57,3.62,1485,Fault
59.13,3.57,1.57,1800,Fault
54.71,1.93,2.86,1511,Warning
78.62,3.34,2.32,1483,Fault
53.33,1.33,1.89,1405,Warning
38.5,3.63,1.2,1083,Fault
62.7,0.45,0.84,1393,Fault
27.36,0.27,3.34,1375,Fault
44.57,2.47,3.37,1045,Fault
33.44,3.37,3.04,1463,Fault
35.12,2.26,3.51,1156,Fault
58.17,1.91,4.39,1560,Fault
