Temperature,Vibration,Current,RPM,Status
73.68,1.98,0.68,1302,Fault
72.06,0.27,4.13,1244,Fault
32.17,1.42,2.95,1243,Warning
50.8,1.72,1.85,1453,Warning
67.02,1.89,0.99,1267,Fault
30.65,0.82,1.48,1506,Healthy
35.52,2.72,1.79,1341,Fault
36.07,0.2,2.1,805,Warning
44.12,1.24,1.91,999,Warning
73.57,2.22,0.78,1106,Fault
49.99,3.05,0.88,1497,Fault
30.14,0.96,2.33,1416,Warning
47.73,2.06,4.2,1628,Fault
30.69,1.24,2.21,1680,Warning
48.97,1.53,3.24,986,Fault
73.18,0.59,1.0,1266,Fault
46.7,2.81,3.22,886,Fault
71.96,1.37,3.98,1429,Fault
57.79,0.32,3.98,979,Fault
54.34,0.24,1.48,1167,Warning
62.49,0.71,2.72,1664,Fault
67.4,2.18,4.16,1038,Fault
43.3,3.15,1.87,1360,Fault
31.21,3.28,4.43,1430,Fault
36.38,3.07,0.82,1622,Fault
75.34,1.29,2.34,1397,Fault
27.18,2.67,3.93,1297,Fault
52.93,2.68,2.32,1316,Fault
36.41,3.93,1.36,1057,Fault
72.74,0.91,4.47,954,Fault
68.81,0.77,4.27,1794,Fault
35.64,2.21,1.39,1582,Warning
69.09,0.73,4.38,1239,Fault
73.91,0.96,1.11,1259,Fault
58.08,2.19,3.26,1173,Fault
58.56,0.65,4.17,946,Fault
35.25,3.82,2.61,1479,Fault
36.27,3.91,1.38,1271,Fault
47.02,1.8,3.44,1792,Fault
51.12,2.69,1.14,1413,Fault
33.12,2.34,3.74,825,Fault
32.16,1.71,1.52,823,Warning
70.87,3.05,4.1,1360,Fault
66.24,0.45,4.06,1612,Fault
77.37,2.56,1.28,1557,Fault
36.13,3.53,3.93,1532,Fault
56.5,2.51,2.83,1652,Fault
54.64,3.07,0.75,894,Fault
44.93,3.72,1.28,853,Fault
79.45,0.87,2.11,966,Fault
29.73,0.5,1.87,1203,Healthy
37.22,3.91,3.59,1448,Fault
38.15,2.04,4.45,1204,Fault
35.26,0.28,1.08,1528,Healthy
34.11,1.31,1.13,1655,Warning
35.13,0.83,2.19,1158,Warning
64.63,2.1,3.53,1102,Fault
60.68,2.49,2.22,1736,Fault
44.24,2.25,0.92,1707,Warning
67.34,2.7,2.67,1632,Fault
43.38,0.53,1.52,1476,Healthy
39.37,2.0,1.16,1516,Warning
58.66,1.18,3.12,1161,Fault
31.41,2.02,1.11,1740,Warning
76.44,0.64,1.69,1760,Fault
58.85,2.22,3.64,1459,Fault
47.71,1.74,4.06,931,Fault
72.36,1.27,3.68,1318,Fault
76.75,1.33,2.17,1796,Fault
72.98,1.98,3.84,1306,Fault
40.63,3.13,3.32,1506,Fault
69.21,1.14,2.19,1375,Fault
70.97,1.2,4.22,1433,Fault
79.35,1.4,0.77,1758,Fault
31.25,3.6,3.91,1490,Fault
26.6,2.74,3.66,1670,Fault
76.42,0.8,3.95,1474,Fault
33.83,0.16,4.46,974,Fault
65.3,3.49,0.79,1483,Fault
49.29,1.75,4.18,1161,Fault
34.36,0.69,4.3,1471,Fault
45.8,3.69,3.49,1388,Fault
57.87,1.6,1.1,1329,Warning
50.2,3.92,3.33,1319,Fault
30.95,1.28,2.17,965,Warning
69.92,2.81,1.47,954,Fault
36.6,3.6,3.17,1178,Fault
60.95,1.97,3.58,1357,Fault
72.37,2.2,4.34,841,Fault
32.17,0.89,3.77,1468,Fault
47.51,2.56,3.71,1007,Fault
75.92,1.76,4.3,1557,Fault
56.45,1.49,1.89,992,Warning
47.56,3.98,1.95,1338,Fault
66.88,3.27,1.39,918,Fault
27.53,2.38,3.07,1475,Fault
27.22,1.85,0.93,1448,Warning
67.36,1.73,1.44,1049,Fault
43.08,3.1,1.99,1709,Fault
68.2,2.94,2.48,1024,Fault
31.76,1.41,1.91,1429,Warning
69.46,0.49,4.42,1474,Fault
74.94,2.9,2.42,1215,Fault
35.7,1.89,0.62,1425,Warning
78.01,3.41,3.79,1234,Fault
30.84,2.31,3.15,1056,Fault
41.09,2.41,1.51,1396,Warning
35.43,2.96,1.13,1327,Fault
35.49,2.38,2.66,1572,Warning
66.84,1.29,3.15,805,Fault
72.3,1.08,4.25,1426,Fault
28.94,2.24,1.01,868,Warning
31.52,3.84,3.97,1615,Fault
66.03,3.65,0.94,1358,Fault
70.85,1.81,3.91,1182,Fault
45.93,3.69,1.63,903,Fault
35.01,0.61,2.78,860,Warning
76.79,3.46,3.18,1273,Fault
66.99,0.28,2.33,1160,Fault
25.37,2.43,3.63,1743,Fault
46.98,3.3,2.2,1629,Fault
71.71,0.54,0.89,1318,Fault
74.67,3.68,3.74,926,Fault
44.33,2.23,4.34,1077,Fault
70.83,3.06,0.72,948,Fault
77.63,1.68,0.99,1647,Fault
58.67,0.95,4.34,1211,Fault
37.58,0.79,3.23,1493,Fault
65.85,2.59,2.47,1557,Fault
32.4,3.67,1.93,1301,Fault
64.55,2.68,3.33,1132,Fault
79.43,3.1,1.92,1754,Fault
36.79,0.21,4.38,850,Fault
48.2,1.86,3.69,905,Fault
49.3,0.12,1.56,1219,Warning
43.21,3.15,3.47,1110,Fault
54.3,0.5,1.73,1123,Warning
40.86,2.05,1.84,1756,Warning
76.85,0.88,4.01,1208,Fault
44.7,2.72,1.32,873,Fault
26.79,1.16,1.56,1139,Warning
33.54,3.11,0.66,1380,Fault
43.96,3.34,4.07,1101,Fault
37.08,3.18,1.38,1767,Fault
63.69,0.27,2.26,1476,Fault
77.38,3.5,1.53,1029,Fault
47.9,1.27,2.71,1456,Warning
27.2,3.69,0.69,1066,Fault
56.32,3.99,3.22,1267,Fault
59.73,2.2,3.51,1230,Fault
56.07,0.43,3.64,908,Fault
39.89,0.33,3.98,837,Fault
25.21,3.66,3.97,871,Fault
77.38,0.76,3.4,1044,Fault
58.19,3.81,1.16,1260,Fault
26.54,1.48,1.68,812,Warning
31.62,3.05,1.95,1018,Fault
48.93,0.3,1.47,1292,Warning
47.64,1.41,0.66,1135,Warning
48.81,3.48,3.89,1501,Fault
77.4,1.26,2.92,1587,Fault
43.5,2.78,2.35,1140,Fault
37.05,3.68,2.04,846,Fault
32.76,0.46,2.86,1082,Warning
72.88,0.51,1.0,1052,Fault
27.89,1.58,4.03,1454,Fault
26.16,0.64,0.97,1174,Healthy
43.0,3.38,1.09,1015,Fault
76.15,3.89,3.24,1552,Fault
70.8,1.48,3.78,1620,Fault
70.47,0.68,2.78,873,Fault
66.41,1.31,4.47,1040,Fault
63.97,0.72,3.42,1132,Fault
35.0,1.78,1.34,952,Warning
63.21,0.92,1.11,1541,Fault
75.59,2.88,4.2,1299,Fault
65.83,2.14,3.24,1458,Fault
69.83,1.81,0.97,1321,Fault
50.61,0.54,2.55,1228,Warning
44.46,2.5,1.69,1546,Fault
26.21,1.22,3.2,1167,Fault
34.35,3.09,1.43,1357,Fault
61.0,0.46,0.53,955,Fault
34.43,0.39,1.39,1210,Healthy
49.36,3.85,4.24,1419,Fault
76.26,3.48,2.88,987,Fault
47.15,1.61,3.56,1251,Fault
36.1,1.35,1.47,1080,Warning
71.27,1.01,3.46,1630,Fault
69.88,1.04,1.59,1585,Fault
38.8,0.4,2.85,1362,Warning
62.23,0.24,0.9,1520,Fault
48.56,0.44,3.82,1607,Fault
44.99,3.83,3.71,1291,Fault
34.5,0.5,3.22,947,Fault
47.25,0.88,3.75,1297,Fault
34.61,0.97,3.39,1485,Fault
75.99,2.44,3.69,919,Fault
32.86,3.62,1.26,1757,Fault
55.27,1.5,4.38,1182,Fault
74.07,3.28,0.85,1331,Fault
59.97,3.43,3.0,1405,Fault
54.86,2.84,1.64,1028,Fault
29.54,2.69,1.86,1056,Fault
26.67,3.33,1.38,1605,Fault
64.13,1.56,3.35,1218,Fault
29.74,2.27,2.62,986,Warning
30.04,0.64,2.22,957,Warning
27.77,3.72,2.0,1462,Fault
67.01,1.63,1.9,1531,Fault
58.88,2.25,3.77,1492,Fault
31.17,2.5,2.12,814,Fault
60.87,0.73,3.38,1686,Fault
46.64,2.66,1.18,815,Fault
66.28,1.26,3.83,1006,Fault
35.53,0.67,3.66,1016,Fault
63.68,1.76,0.96,912,Fault
40.87,3.98,3.29,1487,Fault
36.15,2.87,4.39,1726,Fault
28.45,0.68,1.68,880,Healthy
39.7,3.76,0.97,1315,Fault
25.68,3.03,0.78,1417,Fault
31.34,0.47,0.96,1378,Healthy
70.28,2.85,4.29,817,Fault
59.82,0.23,0.95,1634,Warning
44.19,1.91,3.52,1749,Fault
49.27,2.06,4.1,1281,Fault
79.83,3.45,0.96,1736,Fault
34.22,1.0,3.48,1349,Fault
76.42,0.31,3.23,1467,Fault
74.79,1.6,2.92,1613,Fault
38.0,1.98,1.16,1600,Warning
60.21,3.95,0.75,1772,Fault
48.17,1.36,4.23,1391,Fault
78.41,2.4,2.78,1756,Fault
36.01,3.89,1.41,1266,Fault
47.21,0.67,2.39,977,Warning
31.62,3.07,1.15,1476,Fault
36.24,3.2,2.63,1236,Fault
71.72,3.39,3.34,1796,Fault
52.13,2.3,3.94,1059,Fault
70.83,3.71,2.14,850,Fault
33.12,3.99,0.75,1578,Fault
51.55,2.03,2.48,1091,Warning
61.82,3.03,1.16,1338,Fault
28.15,2.74,3.94,1140,Fault
39.33,1.9,1.53,1303,Warning
28.8,3.68,4.09,1736,Fault
72.44,3.49,3.96,1027,Fault
77.61,3.44,3.29,1181,Fault
70.19,3.1,3.43,1709,Fault
73.85,0.74,1.37,1595,Fault
70.5,0.47,1.8,1024,Fault
59.03,2.18,3.15,1142,Fault
46.04,3.7,4.49,872,Fault
52.6,1.68,4.45,1457,Fault
28.93,2.95,2.36,1731,Fault
36.79,1.77,3.04,1409,Fault
26.23,3.85,2.09,1121,Fault
41.31,1.14,1.6,1066,Warning
26.82,1.91,3.91,1759,Fault
51.41,0.86,3.21,1702,Fault
47.48,1.26,4.17,1247,Fault
64.04,2.96,1.17,1498,Fault
34.0,1.89,3.34,994,Fault
53.08,0.8,2.74,1072,Warning
40.33,3.28,2.96,1501,Fault
61.88,0.54,0.9,1257,Fault
74.97,3.79,4.31,928,Fault
51.62,3.6,1.64,1073,Fault
43.68,3.09,2.14,1519,Fault
79.86,2.03,0.59,1086,Fault
49.5,3.97,2.95,1760,Fault
52.07,2.68,0.8,962,Fault
79.41,0.96,1.38,1571,Fault
64.26,1.8,2.08,1008,Fault
73.59,1.28,0.85,1468,Fault
70.83,1.46,3.59,1692,Fault
35.11,0.81,3.15,1776,Fault
77.44,2.42,3.66,1639,Fault
55.41,1.79,0.97,1105,Warning
57.42,0.56,3.13,1540,Fault
36.11,2.39,3.63,1690,Fault
63.82,0.75,4.43,1446,Fault
49.06,2.32,2.65,1424,Warning
76.46,3.27,3.65,1299,Fault
26.45,2.47,2.27,947,Warning
44.48,3.56,0.86,1170,Fault
49.75,3.84,1.31,1632,Fault
74.46,2.57,1.39,951,Fault
25.93,2.63,1.94,1005,Fault
67.85,1.88,4.1,811,Fault
36.58,0.96,3.67,1018,Fault
62.1,3.38,3.76,917,Fault
51.32,3.51,4.24,1165,Fault
50.75,2.08,4.23,1502,Fault
51.28,2.92,3.31,1031,Fault
56.14,3.13,2.21,1175,Fault
35.5,1.8,0.68,929,Warning
55.45,0.65,3.1,1624,Fault
47.04,3.19,2.31,1603,Fault
70.76,0.76,1.19,1540,Fault
42.89,3.91,1.61,959,Fault
44.73,1.59,1.86,1698,Warning
60.51,0.97,2.12,1780,Fault
30.22,2.34,0.93,1482,Warning
45.98,3.92,4.27,1272,Fault
64.16,0.88,2.67,1457,Fault
26.21,2.31,3.55,1356,Fault
79.75,3.35,3.93,1556,Fault
67.33,1.24,4.12,1485,Fault
29.18,0.72,1.31,1705,Healthy
65.18,2.36,3.29,1396,Fault
58.1,2.12,3.22,1386,Fault
29.9,0.51,1.9,1015,Healthy
69.68,0.52,0.61,866,Fault
73.66,3.52,4.25,830,Fault
32.67,3.26,3.6,1295,Fault
44.93,1.88,3.56,845,Fault
38.87,3.72,3.77,1482,Fault
62.67,3.7,0.67,1091,Fault
34.55,3.51,2.01,1244,Fault
44.24,1.16,2.56,1055,Warning
59.73,0.65,2.18,1522,Warning
62.95,1.89,4.15,1160,Fault
58.85,2.83,3.86,1506,Fault
46.67,1.33,3.68,1253,Fault
78.34,2.29,2.2,1519,Fault
60.35,2.94,4.06,1599,Fault
50.22,3.4,1.35,1385,Fault
64.68,2.35,3.16,1576,Fault
32.7,0.15,3.04,1161,Fault
70.66,3.93,3.03,1352,Fault
43.03,1.26,1.46,921,Warning
34.07,0.19,3.56,947,Fault
44.62,2.97,1.4,1463,Fault
73.75,1.81,4.42,1100,Fault
32.88,3.19,0.64,1029,Fault
72.83,0.81,0.85,1605,Fault
51.84,3.15,1.13,1697,Fault
68.38,2.52,1.53,1115,Fault
53.92,3.31,2.85,1586,Fault
26.19,1.09,4.3,1381,Fault
54.81,2.31,1.17,1568,Warning
42.27,0.64,3.37,1070,Fault
64.73,2.4,1.45,838,Fault
32.06,1.4,2.15,817,Warning
68.77,2.03,4.22,1656,Fault
39.33,0.98,1.14,857,Healthy
38.43,3.32,3.63,816,Fault
51.25,0.58,3.73,1288,Fault
57.15,2.22,2.41,1506,Warning
57.85,1.81,3.06,1489,Fault
31.82,2.23,2.68,1261,Warning
55.9,1.59,3.29,1428,Fault
36.33,0.62,2.1,812,Warning
44.02,2.42,2.71,1393,Warning
71.06,3.37,0.93,1673,Fault
38.92,3.5,3.39,1089,Fault
39.07,2.56,1.71,1444,Fault
37.2,1.01,4.06,1637,Fault
40.44,1.09,2.17,1203,Warning
36.03,3.05,3.42,963,Fault
32.61,1.72,4.23,1576,Fault
69.42,2.21,1.39,1679,Fault
37.77,2.53,2.38,1652,Fault
69.93,3.02,2.94,1093,Fault
62.75,0.52,4.33,954,Fault
78.65,1.42,1.88,1529,Fault
60.23,3.01,4.5,1096,Fault
76.94,3.5,2.81,973,Fault
48.51,3.44,1.55,953,Fault
25.02,2.25,4.34,1240,Fault
40.33,0.76,1.63,1603,Healthy
45.97,2.68,1.57,1450,Fault
42.9,1.88,1.46,1549,Warning
37.26,0.3,3.56,1445,Fault
49.74,1.49,2.77,949,Warning
29.29,0.83,1.35,998,Healthy
77.49,0.13,2.19,1399,Fault
71.62,0.44,3.46,986,Fault
67.76,3.98,2.11,956,Fault
54.07,3.25,1.83,960,Fault
35.03,1.67,2.94,1292,Warning
74.45,2.35,2.05,1593,Fault
65.85,2.5,1.49,1668,Fault
36.57,0.25,2.78,1347,Warning
41.74,3.49,1.3,1386,Fault
63.2,3.07,3.63,1687,Fault
49.85,2.84,4.14,1442,Fault
48.89,0.91,3.86,1190,Fault
27.51,3.82,1.52,1493,Fault
33.33,3.1,4.17,1509,Fault
62.23,2.04,2.02,1210,Fault
62.62,2.5,1.41,1005,Fault
32.18,3.11,2.0,1041,Fault
74.21,2.37,2.17,1569,Fault
69.26,3.46,0.79,1279,Fault
67.96,3.89,1.63,1469,Fault
36.19,3.36,3.41,1685,Fault
35.49,2.32,1.57,1160,Warning
26.83,0.53,3.37,861,Fault
41.61,2.31,2.96,1569,Warning
26.75,1.2,1.17,1783,Warning
35.09,2.48,4.3,1047,Fault
59.17,2.45,1.06,953,Warning
67.24,2.43,0.8,1200,Fault
73.52,3.12,4.16,1567,Fault
51.53,1.22,0.96,1009,Warning
61.07,0.4,1.54,1245,Fault
30.42,2.99,1.54,1481,Fault
25.94,3.88,3.7,1761,Fault
68.18,0.23,3.56,1304,Fault
26.85,1.59,3.48,1608,Fault
75.84,0.41,1.04,1606,Fault
51.66,0.99,0.68,976,Warning
57.34,0.88,3.89,1127,Fault
36.05,1.49,2.07,1258,Warning
42.91,2.78,3.59,1780,Fault
73.06,1.76,1.68,1568,Fault
35.25,0.49,3.05,1069,Fault
68.96,3.87,3.67,963,Fault
76.91,3.53,2.09,1357,Fault
45.94,0.72,1.03,1368,Warning
45.4,0.26,1.85,1101,Warning
40.01,0.45,3.56,960,Fault
57.71,3.88,1.89,1783,Fault
71.21,2.25,2.86,1696,Fault
67.68,1.8,2.87,1636,Fault
55.73,0.48,0.96,1538,Warning
35.38,2.8,2.21,1789,Fault
65.37,1.14,0.9,914,Fault
61.54,0.32,2.62,880,Fault
43.23,0.23,3.23,1688,Fault
78.96,2.19,1.35,981,Fault
63.34,1.01,0.55,1760,Fault
43.02,1.17,1.22,1533,Warning
31.95,1.3,1.49,1211,Warning
47.93,1.25,1.69,978,Warning
27.2,3.21,2.77,865,Fault
61.03,0.6,3.23,1735,Fault
75.66,1.91,4.49,903,Fault
29.71,3.51,3.58,849,Fault
25.63,3.72,1.56,1316,Fault
43.68,3.23,2.51,1002,Fault
37.08,3.37,1.98,926,Fault
58.74,3.08,3.55,1165,Fault
54.7,2.87,3.97,1646,Fault
32.37,3.53,3.82,1144,Fault
58.05,2.62,0.76,1032,Fault
67.02,1.42,1.98,907,Fault
71.69,3.02,1.99,1024,Fault
63.27,3.98,3.12,1227,Fault
76.64,3.92,1.11,1773,Fault
55.48,1.86,3.44,1016,Fault
62.7,1.51,1.76,953,Fault
70.96,3.51,2.56,1579,Fault
41.71,1.66,2.85,1597,Warning
40.11,2.86,1.6,1795,Fault
51.98,2.5,4.18,1621,Fault
55.72,2.87,2.88,1078,Fault
39.31,1.56,2.41,1395,Warning
49.72,1.27,2.93,1641,Warning
39.24,0.24,3.07,1216,Fault
74.67,3.42,4.47,1269,Fault
57.08,1.89,1.74,881,Warning
35.29,1.39,1.39,1003,Warning
31.0,1.35,1.32,1566,Warning
41.8,3.9,0.71,1337,Fault
31.72,3.32,2.15,947,Fault
31.19,1.73,3.72,1062,Fault
51.89,1.1,2.52,1208,Warning
47.56,1.91,2.18,1087,Warning
34.16,3.78,1.39,1788,Fault
48.87,1.64,0.91,1012,Warning
33.45,1.33,0.8,989,Warning
48.06,2.33,3.31,1195,Fault
47.23,3.66,4.12,938,Fault
59.69,0.68,3.61,1050,Fault
27.27,2.73,1.1,1264,Fault
39.98,0.46,3.42,1626,Fault
69.99,3.82,0.62,1215,Fault
63.53,3.42,3.88,1250,Fault
31.61,1.5,1.39,1711,Warning
67.31,3.13,3.47,823,Fault
62.06,2.39,1.35,1236,Fault
64.66,3.92,1.77,1566,Fault
71.44,3.48,0.62,1706,Fault
38.94,3.67,2.94,1697,Fault
29.85,0.13,1.36,1702,Healthy
52.03,1.43,2.2,1057,Warning
53.5,1.77,2.65,1566,Warning
56.95,2.98,1.52,1670,Fault
58.5,1.33,3.3,1511,Fault
75.81,1.43,3.32,1456,Fault
30.23,3.11,0.57,1028,Fault
39.56,1.06,0.71,1420,Warning
31.61,3.43,3.29,1722,Fault
74.86,2.31,3.8,1463,Fault
37.77,1.29,2.74,1392,Warning
45.19,2.93,1.83,1755,Fault
33.41,3.39,3.52,980,Fault
69.3,1.22,0.84,1264,Fault
53.53,0.88,2.23,1347,Warning
72.18,3.81,0.65,1149,Fault
26.4,3.6,0.58,1270,Fault
60.1,0.8,2.07,1074,Fault
71.58,0.32,0.73,1705,Fault
66.85,3.8,4.17,1549,Fault
33.98,2.39,1.71,1255,Warning
60.14,1.39,4.46,1628,Fault
39.98,0.68,1.41,1024,Healthy
71.5,1.52,3.78,1778,Fault
48.86,2.1,4.43,841,Fault
41.6,3.35,3.92,1449,Fault
51.86,3.5,0.87,1460,Fault
42.21,1.13,3.66,1183,Fault
34.11,1.95,0.77,1352,Warning
59.39,1.33,1.52,1704,Warning
68.97,2.37,4.06,1069,Fault
79.92,3.92,2.94,1391,Fault
55.27,3.12,1.97,1187,Fault
69.59,0.12,4.46,837,Fault
69.91,3.45,1.72,1162,Fault
74.65,2.55,1.59,868,Fault
59.79,0.68,2.89,1025,Warning
67.85,0.45,0.82,1326,Fault
42.93,2.49,3.91,1638,Fault
53.44,0.43,2.58,1303,Warning
59.98,2.85,2.09,1204,Fault
73.99,0.3,0.94,1421,Fault
58.04,3.48,2.15,1447,Fault
35.84,1.81,0.6,1716,Warning
46.99,0.94,1.61,1087,Warning
77.02,0.46,0.6,825,Fault
59.34,0.27,4.06,1071,Fault
75.79,2.12,4.02,1645,Fault
34.27,0.74,3.59,1769,Fault
75.37,1.28,2.88,1222,Fault
55.93,2.36,2.86,1143,Warning
33.22,1.41,3.19,1471,Fault
51.85,2.1,2.62,1169,Warning
26.39,2.48,2.56,1112,Warning
60.54,0.56,4.12,830,Fault
50.27,3.78,0.52,812,Fault
52.18,2.38,2.24,1032,Warning
79.77,3.18,4.03,1199,Fault
42.6,1.86,2.5,1472,Warning
38.44,3.13,3.31,1161,Fault
54.38,3.78,4.35,1454,Fault
33.56,1.29,2.01,1219,Warning
60.39,3.57,3.44,925,Fault
79.43,3.26,0.76,841,Fault
73.16,2.68,2.45,1191,Fault
51.18,3.5,1.33,1073,Fault
79.48,1.19,1.3,900,Fault
68.79,3.25,2.3,888,Fault
35.18,1.89,3.05,1247,Fault
32.36,0.72,3.22,1375,Fault
75.24,2.19,3.48,1586,Fault
67.88,1.89,2.03,1477,Fault
67.17,0.27,3.62,1583,Fault
50.23,2.51,2.04,806,Fault
39.08,3.63,2.49,1669,Fault
25.26,0.64,1.91,1557,Healthy
52.36,0.81,0.72,1557,Warning
32.53,0.46,2.42,1562,Warning
61.93,2.66,1.63,1553,Fault
63.35,1.55,3.27,1407,Fault
58.65,2.88,2.06,1723,Fault
71.02,1.85,2.71,1358,Fault
37.88,3.86,2.71,1229,Fault
53.57,1.05,3.92,861,Fault
43.05,2.34,3.03,1128,Fault
38.56,3.35,3.01,1145,Fault
40.79,1.64,2.53,1056,Warning
71.76,1.78,2.55,1689,Fault
32.79,1.95,4.25,1606,Fault
78.83,3.69,1.43,1368,Fault
46.31,0.98,4.24,992,Fault
34.48,3.63,3.15,972,Fault
54.72,1.75,1.31,822,Warning
53.34,2.39,1.54,1192,Warning
32.97,2.71,4.07,1713,Fault
42.79,0.59,2.8,1482,Warning
56.2,2.62,4.49,1783,Fault
35.64,1.09,2.11,879,Warning
35.05,2.78,2.46,1469,Fault
41.57,1.73,3.76,1052,Fault
28.22,3.13,2.2,1245,Fault
42.72,0.82,0.72,1085,Healthy
62.97,3.51,0.73,1402,Fault
74.24,2.09,2.09,1768,Fault
64.99,0.53,2.19,1076,Fault
70.93,1.44,4.41,1285,Fault
30.64,1.18,3.14,983,Fault
44.85,2.35,1.87,1380,Warning
38.2,1.11,2.41,1028,Warning
33.92,1.34,0.95,1577,Warning
71.63,0.55,3.13,1554,Fault
40.86,2.84,4.02,1138,Fault
66.99,2.33,1.62,1490,Fault
60.1,0.97,0.78,1171,Fault
34.2,0.5,1.34,1533,Healthy
69.65,1.74,3.22,997,Fault
56.71,0.69,3.76,1127,Fault
50.02,1.64,1.6,1307,Warning
58.83,3.18,2.77,993,Fault
69.24,0.9,1.45,876,Fault
27.48,3.49,0.84,1489,Fault
68.24,2.92,2.21,933,Fault
38.55,2.27,1.97,1203,Warning
55.16,1.18,3.1,998,Fault
69.91,1.36,4.41,1534,Fault
33.85,0.22,3.65,1791,Fault
28.93,3.26,4.19,828,Fault
30.45,1.66,3.57,1448,Fault
70.11,3.73,4.41,852,Fault
57.7,1.13,1.99,1228,Warning
42.85,2.63,2.76,1354,Fault
46.72,0.88,2.75,1526,Warning
76.56,0.78,0.61,1076,Fault
45.05,0.33,1.0,1440,Warning
25.85,3.16,3.39,1553,Fault
74.47,0.48,2.8,940,Fault
49.73,1.26,2.44,1002,Warning
25.71,3.09,4.29,1343,Fault
69.16,0.57,1.62,1771,Fault
40.35,2.58,0.88,1574,Fault
77.81,0.94,3.53,1735,Fault
50.14,1.62,3.63,804,Fault
55.12,0.37,4.4,1132,Fault
45.75,1.98,1.04,1229,Warning
28.13,1.71,0.66,1168,Warning
77.31,3.28,0.83,857,Fault
39.13,1.24,1.31,817,Warning
35.81,1.18,1.34,1581,Warning
50.78,1.75,4.39,1317,Fault
41.25,2.31,2.04,1230,Warning
26.08,0.31,3.19,1284,Fault
67.02,0.2,2.67,985,Fault
73.21,1.35,2.52,882,Fault
75.03,3.85,1.38,996,Fault
56.84,2.58,1.37,1292,Fault
27.3,3.27,3.94,1643,Fault
59.11,2.7,4.4,910,Fault
77.37,1.75,2.34,1443,Fault
70.1,0.32,4.28,1745,Fault
79.73,3.72,2.54,1713,Fault
49.07,3.6,1.48,1119,Fault
32.44,0.92,0.91,1529,Healthy
62.74,1.47,3.98,1700,Fault
63.54,2.84,2.2,1533,Fault
70.07,1.12,2.46,1609,Fault
75.77,1.45,1.24,1702,Fault
51.76,0.69,2.99,1749,Warning
70.15,3.03,0.79,1517,Fault
34.33,3.93,1.04,1363,Fault
68.89,3.46,2.98,1276,Fault
56.02,3.64,3.55,1071,Fault
59.29,2.14,3.82,1540,Fault
43.35,1.75,1.53,1512,Warning
43.35,1.93,4.0,1038,Fault
51.2,0.94,1.5,1256,Warning
45.01,3.51,3.05,808,Fault
25.62,1.57,1.53,1142,Warning
30.95,3.17,0.95,1179,Fault
70.1,2.08,3.27,1130,Fault
30.16,1.5,4.08,1071,Fault
75.99,3.11,4.36,1350,Fault
28.57,3.21,3.94,911,Fault
28.7,1.55,1.39,1126,Warning
58.95,1.23,1.36,1694,Warning
79.24,2.09,1.07,1422,Fault
61.63,1.71,0.9,1759,Fault
54.96,2.39,1.77,1252,Warning
49.61,3.62,1.17,1434,Fault
67.33,2.63,3.17,1127,Fault
27.73,3.88,3.26,1392,Fault
64.18,2.21,2.09,1129,Fault
50.78,3.8,1.58,1054,Fault
38.2,3.16,1.27,1716,Fault
28.47,2.72,4.38,1636,Fault
33.64,1.36,1.25,1305,Warning
70.67,0.64,2.54,1714,Fault
33.35,3.23,3.4,1758,Fault
43.95,2.6,1.85,1534,Fault
63.27,2.97,2.69,1680,Fault
60.79,1.45,2.09,1208,Fault
66.48,2.12,3.74,1432,Fault
30.02,1.83,4.4,1260,Fault
25.17,0.92,3.9,1191,Fault
60.81,3.88,4.07,1040,Fault
59.91,0.24,1.11,1117,Warning
69.09,1.88,1.14,1188,Fault
29.65,2.42,1.24,924,Warning
73.36,1.15,3.56,1590,Fault
52.77,3.23,1.74,1550,Fault
77.81,0.37,1.03,1671,Fault
54.75,1.4,0.62,1585,Warning
68.49,1.44,3.99,1327,Fault
48.71,3.25,2.73,1191,Fault
70.86,3.03,4.48,1779,Fault
40.75,3.73,1.83,1651,Fault
51.2,1.4,3.8,929,Fault
37.12,2.98,0.75,1128,Fault
54.75,2.12,4.39,838,Fault
73.78,0.19,3.86,1081,Fault
65.93,3.3,1.76,1515,Fault
77.15,1.4,0.77,1241,Fault
49.68,1.61,4.23,1388,Fault
64.89,0.18,0.92,1012,Fault
71.56,0.25,2.7,1170,Fault
40.99,0.15,4.4,944,Fault
41.15,3.0,2.36,1501,Fault
36.25,1.07,3.73,1721,Fault
42.29,2.24,0.93,1748,Warning
54.7,1.28,1.07,840,Warning
48.54,2.43,3.65,1520,Fault
32.02,0.44,3.43,1625,Fault
77.86,1.33,3.34,1416,Fault
29.73,1.5,2.24,1323,Warning
61.23,1.27,0.95,1698,Fault
39.9,1.86,3.25,1245,Fault
55.16,1.38,1.06,1547,Warning
31.48,1.05,1.55,858,Warning
42.75,1.86,1.4,1378,Warning
49.92,0.67,3.78,1014,Fault
50.46,3.16,0.93,1171,Fault
38.69,1.88,3.71,1523,Fault
38.85,2.64,4.14,1460,Fault
52.49,0.97,2.76,1594,Warning
25.74,3.83,4.23,1751,Fault
66.67,3.09,2.81,1671,Fault
59.88,2.77,2.94,1399,Fault
66.06,2.85,0.69,938,Fault
55.5,0.56,3.25,843,Fault
61.14,1.07,1.09,1055,Fault
57.8,3.06,2.7,1583,Fault
32.99,2.24,4.01,1545,Fault
56.95,1.2,2.56,1227,Warning
64.99,3.95,4.23,889,Fault
